name,huc12,states,PIMPV_2021,PIMPV_2020,areaacres,areasqkm
Lick Creek-West Fork Drakes Creek,51100020606,KY,0.501663458,0.501663458,26358.56,106.67
Lower Middle Fork Drakes Creek-Drakes Creek,51100020607,KY,3.753126562,3.753126562,38806.25,157.04
Park City,51100020701,KY,0.593609788,0.593609788,24177.01,97.84
Little Sinking Creek,51100020702,KY,0.642691817,0.642691817,30903.45,125.06
Sinking Creek,51100020703,KY,0.285205673,0.285205673,11642.07,47.11
Doty Creek,51100020704,KY,0.270047876,0.270047876,16393.77,66.34
Smiths Grove,51100020705,KY,1.650002479,1.650002479,49392.93,199.89
Polkville,51100020706,KY,0.291925836,0.291925836,30062.58,121.66
Upper Gaspar River,51100020801,KY,0.394013821,0.394013821,21384.65,86.54
Clear Fork Creek,51100020802,KY,0.820616081,0.820616081,36691.38,148.48
Brush Creek,51100020803,KY,0.483970917,0.483970917,27164.1,109.93
Middle Gaspar River,51100020804,KY,0.184601958,0.184601958,17600.88,71.23
Lower Gaspar River,51100020805,KY,0.260820482,0.260820482,32531.74,131.65
Rich Pond,51100020901,KY,3.305656498,3.305656498,31201.31,126.27
Jennings Creek,51100020902,KY,14.84202942,14.84202942,17763.91,71.89
Rays Branch-Barren River,51100020903,KY,4.953664595,4.953664595,34118.77,138.07
Little Muddy Creek,51100020904,KY,0.363833124,0.363833124,31375.73,126.97
Clifty Creek-Barren River,51100020905,KY,0.242591278,0.242591278,24199.84,97.93
Headwaters Muddy Creek,51100030101,KY,0.220879694,0.220879694,10298.83,41.68
Flat Rock Branch-Muddy Creek,51100030102,KY,0.156667324,0.156667324,12502.96,50.6
Dallam Creek,51100030103,KY,0.163765905,0.163765905,15052.95,60.92
Grassy Lick Creek-Muddy Creek,51100030104,KY,0.134902522,0.134902522,11503.2,46.55
Sandy Creek-Muddy Creek,51100030105,KY,0.179478896,0.179478896,15882.34,64.27
Elk Lick Creek,51100030201,KY,0.737831558,0.737831558,28802.12,116.56
Clifty Creek,51100030202,KY,0.172738345,0.172738345,26898.49,108.85
Wolf Lick Creek,51100030203,KY,0.279637412,0.279637412,31949.24,129.29
Headwaters Mud River,51100030204,KY,3.130315988,3.130315988,28854.13,116.77
Motts Lick Creek-Mud River,51100030205,KY,0.284139137,0.284139137,20902.63,84.59
Austin Creek-Mud River,51100030206,KY,0.750403877,0.750403877,16869.25,68.27
Norman Branch-Rocky Creek,51100030207,KY,0.277832808,0.277832808,27458.71,111.12
Hazel Creek-Rocky Creek,51100030208,KY,0.351125499,0.351125499,20716.77,83.84
Deerlick Creek-Mud River,51100030209,KY,0.128581776,0.128581776,36480.72,147.63
Welch Creek,51100030301,KY,0.167771065,0.167771065,38100.8,154.19
East Prong Indian Camp Creek,51100030302,KY,0.245173547,0.245173547,17346.38,70.2
Indian Camp Creek,51100030303,KY,0.478933417,0.478933417,35317.05,142.92
Renfrow Creek-Green River,51100030304,KY,1.80371399,1.80371399,19592.42,79.29
Thoroughfare Stream-Green River,51100030305,KY,0.323945975,0.323945975,40448.05,163.69
Panther Creek-Green River,51100030306,KY,0.255130354,0.255130354,16468.76,66.65
Bat East Creek,51100030401,KY,0.164200553,0.164200553,14120.67,57.14
Sandlick Creek-Pond Creek,51100030402,KY,0.390871574,0.390871574,17178.48,69.52
Caney Creek-Pond Creek,51100030403,KY,2.976966836,2.976966836,16961.35,68.64
Plum Creek-Pond Creek,51100030404,KY,1.049829256,1.049829256,21251.99,86
Daniel Run-Pond Creek,51100030405,KY,1.176097737,1.176097737,11885.11,48.1
Spur Creek-Green River,51100030501,KY,0.445017563,0.445017563,12694.21,51.37
Lewis Creek,51100030502,KY,0.723725505,0.723725505,23651.63,95.71
Jacobs Creek-Green River,51100030503,KY,1.528039396,1.528039396,25055.11,101.39
Nelson Creek-Green River,51100030504,KY,0.980949563,0.980949563,20559.91,83.2
Elk Creek-Green River,51100030505,KY,0.643274913,0.643274913,22860.78,92.51
Headwaters Rough River,51100040101,KY,0.160454215,0.160454215,34654.17,140.24
Linders Creek,51100040102,KY,0.132926753,0.132926753,17883.82,72.37
Meeting Creek,51100040103,KY,0.256754076,0.256754076,26923.37,108.96
Upper Clifty Creek,51100040104,KY,0.578577042,0.578577042,18123.6,73.34
Lower Clifty Creek,51100040105,KY,1.41825916,1.41825916,17315.71,70.07
Culbertson Branch-Rough River,51100040106,KY,0.13694796,0.13694796,22270.17,90.12
Lost Run,51100040201,KY,0.276158667,0.276158667,12391.31,50.15
Buffalo Creek-North Fork Rough River,51100040202,KY,0.198247607,0.198247607,20756.7,84
Ben Clark Branch,51100040203,KY,0.188026312,0.188026312,28090.48,113.68
Tules Creek,51100040204,KY,0.236941126,0.236941126,13818.29,55.92
Long Lick Creek-North Fork Rough River,51100040205,KY,0.431165737,0.431165737,18860.19,76.32
Little Clifty Creek,51100040301,KY,0.619496171,0.619496171,19660.13,79.56
Peter Cave Creek-Rough River,51100040302,KY,0.306094689,0.306094689,20154.2,81.56
Cave Creek-Rough River,51100040303,KY,0.327269554,0.327269554,18445.24,74.65
Rock Lick Creek,51100040304,KY,0.186308229,0.186308229,27843.53,112.68
Spring Fork,51100040305,KY,0.165122566,0.165122566,24295.88,98.32
Pipe Run-Rough River,51100040306,KY,0.307495049,0.307495049,24754.04,100.18
Upper Caney Creek,51100040401,KY,0.539801867,0.539801867,34494.35,139.59
Middle Caney Creek,51100040402,KY,0.412436966,0.412436966,33967,137.46
Lower Caney Creek,51100040403,KY,0.180309066,0.180309066,29118.52,117.84
Adams Fork,51100040404,KY,0.241094066,0.241094066,34781.08,140.75
Mistaken Creek-Rough River,51100040405,KY,0.156254806,0.156254806,28934.77,117.09
Halls Creek-Rough River,51100040501,KY,0.145353297,0.145353297,30201.84,122.22
Morrison Run-Rough River,51100040502,KY,0.424958261,0.424958261,15231.91,61.64
Upper Muddy Creek,51100040503,KY,0.492362715,0.492362715,21019.76,85.06
Lower Muddy Creek,51100040504,KY,2.487441144,2.487441144,25791.27,104.37
No Creek-Rough River,51100040505,KY,0.532002288,0.532002288,30574.75,123.73
Barnett Creek,51100040506,KY,0.376790946,0.376790946,24934.97,100.91
Stillhouse Branch-Rough River,51100040507,KY,0.406552444,0.406552444,16509.92,66.81
Havana Creek-Deer Creek,51100050101,KY,0.188720324,0.188720324,16103.53,65.17
Upper East Fork Deer Creek,51100050102,KY,0.475666566,0.475666566,18561.88,75.12
Jackson Ditch-Deer Creek,51100050103,KY,0.284279968,0.284279968,14663.52,59.34
Knoblick Creek,51100050104,KY,0.456584818,0.456584818,16355.33,66.19
Lower East Fork Deer Creek-Deer Creek,51100050105,KY,0.601476793,0.601476793,19039.68,77.05
Buck Creek,51100050201,KY,0.577319588,0.577319588,17667.71,71.5
Hanley Creek-Green River,51100050202,KY,1.004785986,1.004785986,16862.97,68.24
Long Falls Creek,51100050203,KY,0.405557782,0.405557782,25087.65,101.53
Pitman Creek-Green River,51100050204,KY,0.418591749,0.418591749,23804.52,96.33
Yellow Creek-Green River,51100050205,KY,0.41553753,0.41553753,14992.58,60.67
Taylor Branch-South Fork Panther Creek,51100050301,KY,0.175773535,0.175773535,33910.77,137.23
Deserter Creek-South Fork Panther Creek,51100050302,KY,0.293627875,0.293627875,31765.56,128.55
Twomile Creek-South Fork Panther Creek,51100050303,KY,0.335923596,0.335923596,30510.98,123.47
Joes Branch-North Fork Panther Creek,51100050304,KY,0.270567516,0.270567516,31170.19,126.14
Burnett Fork-North Fork Panther Creek,51100050305,KY,1.054205212,1.054205212,28512.39,115.39
Rhodes Creek-Panther Creek,51100050306,KY,7.326967235,7.326967235,32216.19,130.37
Flat Lick Creek-Panther Creek,51100050307,KY,3.335909808,3.335909808,30078.39,121.72
Knoblick Creek-Panther Creek,51100050308,KY,0.5465121,0.5465121,22090.31,89.4
Groves Creek,51100050401,KY,1.641669317,1.641669317,17579.72,71.14
Steamport Landing-Green River,51100050402,KY,1.433291422,1.433291422,10040.31,40.63
Sputzman Creek-Green River,51100050403,KY,0.256550653,0.256550653,12029.02,48.68
Cash Creek-Green River,51100050404,KY,0.280212592,0.280212592,16491.23,66.74
Smock Creek-Green River,51100050405,KY,1.079170687,1.079170687,9274.36,37.53
Rhodes Creek-Green River,51100050501,KY,3.472766831,3.472766831,18310.53,74.1
Richland Slough,51100050502,KY,0.605535499,0.605535499,11120.84,45
Hurricane Slough-Green River,51100050503,KY,0.426345089,0.426345089,15835.35,64.08
Lick Creek,51100050504,KY,0.511860037,0.511860037,24416.25,98.81
Race Creek-Green River,51100050505,KY,0.420440986,0.420440986,32252.6,130.52
East Branch Pond River,51100060101,KY,0.115262032,0.115262032,9817.97,39.73
Thompson Creek-West Fork Pond River,51100060102,KY,0.585889122,0.585889122,9165.62,37.09
McFarland Creek,51100060103,KY,0.648203474,0.648203474,17023.96,68.89
Outlet West Fork Pond River,51100060104,KY,0.355565802,0.355565802,16966.62,68.66
Upper Buck Fork Pond River,51100060201,KY,0.211429838,0.211429838,21110.67,85.43
Lower Buck Fork Pond River,51100060202,KY,0.171845791,0.171845791,27234.39,110.21
Horse Creek-Pond River,51100060203,KY,0.226343154,0.226343154,30261.52,122.46
Long Creek,51100060204,KY,0.2256581,0.2256581,20043.32,81.11
Coal Creek-Pond River,51100060205,KY,0.127519619,0.127519619,25288.19,102.34
Jarrels Creek-Pond River,51100060206,KY,0.279331664,0.279331664,15831.78,64.07
Upper Drakes Creek,51100060301,KY,0.6618062,0.6618062,11320.25,45.81
Middle Drakes Creek,51100060302,KY,0.690539808,0.690539808,12012.93,48.61
Pleasant Run,51100060303,KY,1.330889168,1.330889168,8239.72,33.34
Lower Drakes Creek,51100060304,KY,0.881269841,0.881269841,10715.23,43.36
Little Cypress Creek,51100060401,KY,4.164264665,4.164264665,15565.43,62.99
Harris Branch-Cypress Creek,51100060402,KY,1.239634641,1.239634641,16965.62,68.66
Muddy Fork-Cypress Creek,51100060403,KY,0.512576859,0.512576859,12077.92,48.88
City of Sacramento-Cypress Creek,51100060404,KY,0.530357659,0.530357659,34739.52,140.59
Pond Drain-Cypress Creek,51100060405,KY,0.382824958,0.382824958,17355,70.23
Elk Pond Creek-Pond River,51100060501,KY,0.625872906,0.625872906,32845.62,132.92
Flat Creek,51100060502,KY,3.498967623,3.498967623,21328.76,86.31
Isaacs Creek-Pond River,51100060503,KY,0.571050944,0.571050944,32878.31,133.05
Elk Creek,51100060504,KY,2.763126245,2.763126245,24316.18,98.4
Log Creek-Pond River,51100060505,KY,0.269325863,0.269325863,22375.1,90.55
Otter Creek,51100060506,KY,0.813763258,0.813763258,27256.16,110.3
Narge Creek-Pond River,51100060507,KY,0.251098228,0.251098228,17518.85,70.9
Willow Pond Slough-Wabash River,51201130904,"IL,IN",0.33048209,0.33048209,29795.96,120.58
Upper Poor Fork Cumberland river,51301010101,"KY,VA",0.842379642,0.842379642,38880.82,157.35
Looney Creek-Poor Fork Cumberland River,51301010102,"KY,VA",1.401457296,1.401457296,24758.58,100.19
Upper Martins Fork Cumberland River,51301010103,"KY,VA",0.303761925,0.303761925,39128.23,158.35
Upper Clover Fork Cumberland River,51301010104,"KY,VA",0.420579976,0.420579976,32006.15,129.52
Lower Clover Fork Cumberland River,51301010105,"KY,VA",1.268300131,1.268300131,34231.93,138.53
Lower Poor Fork Cumberland River,51301010106,KY,1.650686978,1.650686978,32008.2,129.53
Lower Martins Fork Cumberland River,51301010107,KY,2.082635706,2.082635706,36882.54,149.26
Little Yellow Creek-Yellow Creek,51301010201,"KY,TN,VA",3.802966601,3.802966601,35994.4,145.66
Clear Fork-Yellow Creek,51301010202,"KY,VA",1.042962594,1.042962594,29716.46,120.26
Wallins Creek-Cumberland River,51301010203,KY,1.688695823,1.688695823,34217.01,138.47
Puckett Creek-Cumberland River,51301010204,KY,0.615910239,0.615910239,30992.9,125.42
Clear Creek,51301010205,KY,0.635668618,0.635668618,28119.86,113.8
Brownies Creek-Cumberland River,51301010206,KY,0.809669481,0.809669481,36276.48,146.81
Upper Straight Creek,51301010301,KY,0.647979968,0.647979968,23831.04,96.44
Lower Straight Creek,51301010302,KY,0.689659894,0.689659894,35737.71,144.63
Greasy Creek-Cumberland River,51301010303,KY,1.533943224,1.533943224,29421.44,119.06
Upper Stinking Creek,51301010304,KY,0.236276612,0.236276612,31318.46,126.74
Lower Stinking Creek,51301010305,KY,0.775327604,0.775327604,30885.98,124.99
Upper Richland Creek,51301010306,KY,0.591361714,0.591361714,17938.71,72.6
Lower Richland Creek,51301010307,KY,2.046638493,2.046638493,29342.1,118.74
Fighting Creek-Cumberland River,51301010308,KY,2.416509899,2.416509899,39944.68,161.65
Big Indian Creek,51301010401,KY,0.571625295,0.571625295,18611.09,75.32
Little Poplar Creek-Cumberland River,51301010402,KY,0.596342915,0.596342915,20263.14,82
Poplar Creek,51301010403,KY,0.431928369,0.431928369,26679.26,107.97
Meadow Creek-Cumberland River,51301010404,KY,0.747108147,0.747108147,19860.11,80.37
Patterson Creek-Cumberland River,51301010405,KY,0.756300108,0.756300108,28959.13,117.19
Straight Creek-Clear Fork,51301010601,"KY,TN",0.47275919,0.47275919,31808.6,128.72
Laurel Fork,51301010603,"KY,TN",0.396758485,0.396758485,18367.48,74.33
Crouches Creek-Clear Fork,51301010604,"KY,TN",2.184789335,2.184789335,7942.24,32.14
Elk Creek,51301010605,"KY,TN",1.315722066,1.315722066,37926.11,153.48
Mud Creek-Clear Fork,51301010606,"KY,TN",1.04907902,1.04907902,20475.88,82.86
Wolf Creek-Clear Fork,51301010607,KY,1.797417365,1.797417365,23108.97,93.52
Upper Jellico Creek,51301010701,"KY,TN",0.082628182,0.082628182,47844.93,193.62
Watts Creek,51301010702,KY,1.776844192,1.776844192,29201.9,118.18
Lower Jellico Creek,51301010703,KY,0.325756492,0.325756492,35799.73,144.88
Youngs Creek-Cumberland River,51301010704,KY,5.468051642,5.468051642,19959.99,80.78
Sanders Creek-Cumberland River,51301010705,KY,0.593465867,0.593465867,18413.23,74.52
Headwaters Laurel River,51301010801,KY,1.149777117,1.149777117,27737.78,112.25
Little Laurel River,51301010802,KY,10.975377,10.975377,28238.86,114.28
Robinson Creek-Laurel River,51301010803,KY,2.917014934,2.917014934,29438.9,119.14
Lynn Camp Creek,51301010804,KY,9.951548054,9.951548054,39248.42,158.83
Spruce Creek-Laurel River,51301010805,KY,2.926058313,2.926058313,29447.28,119.17
Craig Creek-Laurel River,51301010806,KY,0.860802984,0.860802984,31049.57,125.65
Upper Marsh Creek,51301010901,"KY,TN",1.574678118,1.574678118,28988.74,117.31
Lower Marsh Creek,51301010902,KY,2.333294531,2.333294531,23035.03,93.22
Indian Creek,51301010903,KY,0.76167039,0.76167039,26489.39,107.2
Eagle Creek-Cumberland River,51301010904,KY,0.465733073,0.465733073,25625.84,103.7
Bark Camp Creek-Cumberland River,51301010905,KY,0.362959414,0.362959414,28826.71,116.66
Upper Laurel Fork,51301020101,KY,1.685536379,1.685536379,8678.54,35.12
Lower Laurel Fork,51301020102,KY,0.869786259,0.869786259,12432.2,50.31
Birch Lick Creek,51301020103,KY,1.340022398,1.340022398,14723.65,59.58
Indian Creek,51301020104,KY,0.296515705,0.296515705,9200.22,37.23
Middle Fork Rockcastle River,51301020105,KY,0.424423144,0.424423144,10258.4,41.51
Martin Creek-South Fork Rockcastle River,51301020201,KY,0.460981074,0.460981074,14423.09,58.37
Mill Creek-South Fork Rockcastle River,51301020202,KY,0.462674742,0.462674742,16586.26,67.12
Raccoon Creek-South Fork Rockcastle River,51301020203,KY,0.960649847,0.960649847,20368.91,82.43
Pond Creek,51301020204,KY,1.585826307,1.585826307,18112.37,73.3
Moores Creek-South Fork Rockcastle River,51301020205,KY,0.918625404,0.918625404,20589.32,83.32
Clear Creek,51301020301,KY,0.462468815,0.462468815,15245.34,61.7
Upper Roundstone Creek,51301020302,KY,2.07157675,2.07157675,16838.78,68.14
Middle Roundstone Creek,51301020303,KY,2.440750385,2.440750385,27938.63,113.06
Crooked Creek,51301020304,KY,0.367786679,0.367786679,15298.59,61.91
Lower Roundstone Creek,51301020305,KY,1.484114817,1.484114817,16829.46,68.11
Horse Lick Creek,51301020401,KY,0.44341951,0.44341951,39469.4,159.73
Little Rockcastle River,51301020402,KY,3.668267934,3.668267934,36060.62,145.93
East Fork Skegg Creek,51301020403,KY,0.820276215,0.820276215,10870.95,43.99
Skegg Creek,51301020404,KY,0.53162552,0.53162552,25133.28,101.71
Parker Branch-Rockcastle River,51301020405,KY,0.940944808,0.940944808,23858.58,96.55
Sinking Creek,51301020501,KY,3.46715441,3.46715441,30347.4,122.81
Line Creek-Rockcastle River,51301020502,KY,0.571590041,0.571590041,35289.52,142.81
Lick Creek-Rockcastle River,51301020503,KY,0.263196723,0.263196723,22988.14,93.03
Cane Creek,51301020504,KY,0.262310703,0.262310703,13068.39,52.89
Bear Creek-Rockcastle River,51301020505,KY,0.295900781,0.295900781,14043.34,56.83
Headwaters Buck Creek,51301030101,KY,0.365307065,0.365307065,36172.14,146.38
Barney Branch-Buck Creek,51301030102,KY,0.677899742,0.677899742,40517.97,163.97
Brushy Creek,51301030103,KY,0.547230275,0.547230275,28398.24,114.92
Flat Lick Creek,51301030104,KY,1.186409433,1.186409433,14004.82,56.68
Price Valley-Buck Creek,51301030105,KY,0.82623527,0.82623527,36586.56,148.06
Whetstone Creek-Buck Creek,51301030106,KY,0.426209251,0.426209251,32704.58,132.35
Beaver Creek,51301030201,KY,0.493726291,0.493726291,16025.18,64.85
Wildcat Branch-Cumberland River,51301030202,KY,0.343196018,0.343196018,20057.9,81.17
Upper Pitman Creek,51301030203,KY,3.239128037,3.239128037,30287.9,122.57
Lower Pitman Creek,51301030204,KY,11.3841224,11.3841224,31692.62,128.26
Martin Creek-Cumberland River,51301030205,KY,1.910576122,1.910576122,24250.61,98.14
Headwaters Fishing Creek,51301030301,KY,0.336664866,0.336664866,19765.22,79.99
Puncheon Creek-Fishing Creek,51301030302,KY,0.29314572,0.29314572,18786.61,76.03
Pointer Creek-Fishing Creek,51301030303,KY,0.171888849,0.171888849,30118.15,121.88
Big Clifty Creek-Fishing Creek,51301030304,KY,0.603890922,0.603890922,21471.85,86.89
Porter Creek-Fishing Creek,51301030305,KY,2.645268545,2.645268545,25799.12,104.41
Meadow Creek-Cumberland River,51301030401,KY,2.545497803,2.545497803,32916.11,133.21
White Oak Creek-Cumberland River,51301030402,KY,0.755501704,0.755501704,24613.44,99.61
Faubush Creek-Cumberland River,51301030403,KY,0.966036832,0.966036832,36798.06,148.92
Upper Wolf Creek,51301030404,KY,0.397833461,0.397833461,33481.94,135.5
Lower Wolf Creek,51301030405,KY,0.629445267,0.629445267,27770.7,112.38
Harmon Creek-Cumberland River,51301030406,KY,0.500364606,0.500364606,22385,90.59
Upper Otter Creek,51301030501,"KY,TN",0.491431796,0.491431796,37438.27,151.51
Lower Otter Creek,51301030502,KY,1.186830053,1.186830053,29366.36,118.84
Elk Spring Creek,51301030503,KY,3.612440383,3.612440383,33392.34,135.13
Upper Beaver Creek,51301030504,KY,0.452284061,0.452284061,30068.35,121.68
Lower Beaver Creek,51301030505,KY,0.910611573,0.910611573,21070.88,85.27
Greasy Creek,51301030601,KY,0.884844921,0.884844921,26412.3,106.89
Lily Creek-Cumberland River,51301030602,KY,2.451983018,2.451983018,24127.82,97.64
Indian Creek,51301030603,KY,1.363525576,1.363525576,31094.35,125.83
Lester Creek-Cumberland River,51301030604,KY,0.205453022,0.205453022,27071.23,109.55
Upper Crocus Creek,51301030605,KY,0.197795341,0.197795341,26739.27,108.21
Harrods Fork,51301030606,KY,0.267575481,0.267575481,21187.52,85.74
Lower Crocus Creek,51301030607,KY,0.082526819,0.082526819,24599.79,99.55
Big Willis Creek-Cumberland River,51301030608,KY,0.203425338,0.203425338,25366.19,102.65
Big Renox Creek-Cumberland River,51301030701,KY,0.868626916,0.868626916,27934.71,113.05
Bear Creek-Cumberland River,51301030702,KY,0.368569378,0.368569378,25610.95,103.64
Upper Marrowbone Creek,51301030703,KY,0.280417234,0.280417234,30369.95,122.9
Lower Marrowbone Creek,51301030704,KY,0.236507221,0.236507221,25160.87,101.82
Mud Camp Creek-Cumberland River,51301030705,KY,0.184337851,0.184337851,27641.87,111.86
Meshack Creek-Cumberland River,51301030706,KY,0.147239509,0.147239509,28245.21,114.3
Sulphur Creek-Cumberland River,51301030707,KY,0.257094571,0.257094571,28865.87,116.82
Kettle Creek,51301030708,"KY,TN",0.238335639,0.238335639,19298.86,78.1
McFarland Creek,51301030709,"KY,TN",0.167291249,0.167291249,14542.26,58.85
Proctor Creek-Cumberland River,51301030710,"KY,TN",0.642251446,0.642251446,14391.1,58.24
No Business Creek-Big South Fork Cumberland River,51301040504,"KY,TN",0.039842477,0.039842477,17453.23,70.63
Williams Creek-Big South Fork Cumberland River,51301040505,"KY,TN",0.232290626,0.232290626,28914.58,117.01
Bear Creek,51301040506,"KY,TN",0.922530174,0.922530174,14939.69,60.46
Roaring Paunch Creek,51301040507,"KY,TN",1.524502933,1.524502933,31888.03,129.05
Rock Creek,51301040508,"KY,TN",0.169550384,0.169550384,40088.79,162.23
Blair Creek-Big South Fork Cumberland River,51301040509,KY,0.418090647,0.418090647,10459.18,42.33
Headwaters Little South Fork,51301040601,"KY,TN",0.090605648,0.090605648,25786.17,104.35
Lonesome Creek-Little South Fork,51301040602,KY,0.111335314,0.111335314,10030.63,40.59
Kennedy Creek,51301040603,KY,0.443645332,0.443645332,10728.16,43.42
Burkes Creek-Little South Fork,51301040604,KY,0.32485555,0.32485555,17437.26,70.57
Lick Creek-Little South Fork,51301040605,KY,0.38168902,0.38168902,11504.72,46.56
Wolf Creek-Big South Fork Cumberland River,51301040701,KY,0.59807502,0.59807502,19682.75,79.65
Big Creek-Big South Fork Cumberland River,51301040702,KY,0.373411672,0.373411672,16145.36,65.34
Cooper Creek-Big South Fork Cumberland River,51301040703,KY,0.485176028,0.485176028,22233.65,89.98
Sinking Creek,51301040704,KY,0.459011045,0.459011045,27958.81,113.15
Cedar Sinking Creek-Big South Fork Cumberland River,51301040705,KY,2.252547324,2.252547324,30522.09,123.52
Ashburn Creek-Obey River,51301050303,"KY,TN",0.823094351,0.823094351,28763.79,116.4
Rotten Fork Wolf River,51301050402,"KY,TN",0.070001433,0.070001433,13972.74,56.55
Lick Creek-Wolf River,51301050403,"KY,TN",1.066834018,1.066834018,47441.52,191.99
Spring Creek,51301050404,"KY,TN",2.121590286,2.121590286,37797.59,152.96
Illwill Creek,51301050405,KY,1.105538023,1.105538023,32817.86,132.81
Sulphur Creek-Wolf River,51301050406,"KY,TN",1.810555157,1.810555157,27421.3,110.97
Sulphur Creek,51301050501,"KY,TN",0.496874574,0.496874574,16140.85,65.32
Irons Creek-Obey River,51301050503,"KY,TN",0.494320678,0.494320678,24888.12,100.72
Saline Creek,51302050406,"KY,TN",0.320780218,0.320780218,36967.18,149.6
Dry Creek-Cumberland River,51302050408,"KY,TN",0.180640011,0.180640011,49241.86,199.27
Upper South Fork Little River,51302050501,KY,0.502327124,0.502327124,18123.4,73.34
Lower South Fork Little River,51302050502,KY,6.230269895,6.230269895,25050.67,101.38
North Fork Little River,51302050503,KY,4.382937634,4.382937634,37274.79,150.85
Town of Herndon-Little River,51302050504,KY,1.067319509,1.067319509,28804.71,116.57
Town of Bennettstown-Little River,51302050505,KY,0.230701,0.230701,24621.78,99.64
Casey Creek,51302050506,KY,0.357569262,0.357569262,22221.64,89.93
Potts Creek-Little River,51302050507,KY,0.230701828,0.230701828,16006,64.77
Upper Muddy Fork Little River,51302050601,KY,0.259005564,0.259005564,22857.44,92.5
Middle Muddy Fork Little River,51302050602,KY,0.23328245,0.23328245,19568.25,79.19
Kenady Creek,51302050603,KY,0.206764,0.206764,18377.95,74.37
Lower Muddy Fork Little River,51302050604,KY,0.501960124,0.501960124,29351.79,118.78
Upper Sinking Fork,51302050605,KY,0.705752773,0.705752773,28094.56,113.69
Middle Sinking Fork,51302050606,KY,0.53475603,0.53475603,33981.92,137.52
Lower Sinking Fork,51302050607,KY,1.472346678,1.472346678,18495.34,74.85
Burge Creek-Little River,51302050608,KY,0.886018941,0.886018941,41835.8,169.3
Donaldson Creek,51302050701,KY,0.128079968,0.128079968,20635.68,83.51
Crooked Creek-Cumberland River,51302050702,KY,0.266826793,0.266826793,39616.49,160.32
Long Creek-Cumberland River,51302050703,KY,0.165254643,0.165254643,32955.66,133.37
Upper Eddy Creek,51302050704,KY,2.40409702,2.40409702,22354.11,90.46
Dry Creek,51302050705,KY,0.378292003,0.378292003,22404.12,90.67
Lower Eddy Creek,51302050706,KY,0.62951717,0.62951717,23876.2,96.62
McNabb Creek-Cumberland River,51302050707,KY,0.966397174,0.966397174,36227.25,146.61
Demumbers Creek-Cumberland River,51302050708,KY,1.106616239,1.106616239,37330.73,151.07
Skinframe Creek,51302050801,KY,0.316592844,0.316592844,16804.43,68.01
Upper Livingston Creek,51302050802,KY,0.32081154,0.32081154,30643.65,124.01
Lower Livingston Creek,51302050803,KY,0.424375976,0.424375976,33883.31,137.12
Richland Creek-Cumberland River,51302050804,KY,0.299140221,0.299140221,19926.98,80.64
Claylick Creek,51302050805,KY,0.174169482,0.174169482,34250.92,138.61
Sandy Creek-Cumberland River,51302050806,KY,0.239458512,0.239458512,33933.78,137.33
Hickory Creek-Cumberland River,51302050807,KY,0.28901771,0.28901771,25223.4,102.08
Headwaters Red River,51302060101,"KY,TN",2.233848891,2.233848891,45048.33,182.3
Sulphur Spring Creek-Red River,51302060102,"KY,TN",0.446621255,0.446621255,32426.56,131.23
Lower South Fork Red River,51302060202,"KY,TN",0.558542819,0.558542819,44598.66,180.48
Sinking Creek,51302060203,KY,0.512653184,0.512653184,26527.22,107.35
Little Whippoorwill Creek,51302060204,KY,0.32537123,0.32537123,32083.4,129.84
Pleasant Grove Creek-Red River,51302060205,KY,0.477098382,0.477098382,31800.58,128.69
Headwaters Whippoorwill Creek,51302060301,KY,0.263974776,0.263974776,18218.93,73.73
Town of Gordonsville-Whippoorwill Creek,51302060302,KY,0.518964665,0.518964665,14407.04,58.3
Dry Fork-Whippoorwill Creek,51302060303,KY,0.660815101,0.660815101,15493.1,62.7
Vicks Branch,51302060304,KY,0.792681503,0.792681503,11463.27,46.39
Outlet Whippoorwill Creek,51302060305,KY,0.290274706,0.290274706,15292.26,61.89
Dry Fork Creek,51302060401,"KY,TN",8.762007488,8.762007488,12480.7,50.51
Noahs Spring Branch,51302060402,"KY,TN",0.381990053,0.381990053,33781.66,136.71
Reins Lick Creek-West Fork Red River,51302060601,KY,0.55993623,0.55993623,46096.99,186.55
Montgomery Creek,51302060602,KY,1.203485125,1.203485125,23915.75,96.78
Spring Creek,51302060603,"KY,TN",3.857738681,3.857738681,51467.09,208.28
City of Oak Grove-West Fork Red River,51302060604,"KY,TN",5.029443834,5.029443834,50918.77,206.06
Valley Branch-Spring Creek,51302060701,"KY,TN",0.419500888,0.419500888,20553.55,83.18
Buzzard Creek-Red River,51302060702,"KY,TN",0.472601163,0.472601163,23291.06,94.26
Upper Elk Fork,51302060703,KY,0.785148586,0.785148586,52357.11,211.88
Lower Elk Fork,51302060704,"KY,TN",0.468087815,0.468087815,12242.42,49.54
Headwaters Little Kentucky River,51401010101,KY,0.492658813,0.492658813,16767.04,67.85
White Sulphur Fork-Little Kentucky River,51401010102,KY,0.884510248,0.884510248,20014.3,81
Carmon Creek-Little Kentucky River,51401010103,KY,0.572247015,0.572247015,18483.81,74.8
Hardy Creek-Little Kentucky River,51401010104,KY,0.589737963,0.589737963,15239.27,61.67
Georges Creek-Little Kentucky River,51401010105,KY,0.338256348,0.338256348,14774.85,59.79
Locust Creek-Ohio River,51401010301,"IN,KY",0.422278078,0.422278078,25983.5,105.15
